_id,birthDate,birthPlace,career_AST,career_FG%,career_FG3%,career_FT%,career_G,career_PER,career_PTS,career_TRB,career_WS,career_eFG%,college,draft_pick,draft_round,draft_team,draft_year,height,highSchool,name,position,shoots,weight
anderwa01,"January 11, 1946",,0.2,39.2,,63.0,44,8.8,3.6,1.9,-0.2,,Creighton University,70th overall,6th round,Detroit Pistons,1968,6-7,"Creighton Preparatory School in Omaha, Nebraska",Wally Anderzunas,Small Forward,Right,220lb
andrima01,"March 12, 1986","Kaunas, Lithuania",0.0,0.0,-,-,6,15.5,0.0,0.7,0.0,0.0,,44th overall,2nd round,Orlando Magic,2005,7-2,,Martynas Andriuskevicius,Center,Right,240lb
anieldo01,"November 1, 1930",,0.0,0.0,,75.0,1,1.8,3.0,2.0,-0.1,,Missouri State University,26th overall,3rd round,New York Knicks,1954,6-7,,Don Anielak,Forward,Right,190lb
anigbik01,"October 17, 1998","San Diego, California",0.1,33.3,-,83.3,14,17.0,0.9,0.9,0.0,33.3,"University of California, Los Angeles",47th overall,2nd round,Indiana Pacers,2017,6-10,"Centennial in Corono, California",Ike Anigbogu,Center,Right,250lb
anslemi01,"February 8, 1967","Birmingham, Alabama",0.4,51.3,-,72.2,149,17.0,6.9,4.2,6.4,51.3,University of Alabama,37th overall,2nd round,Orlando Magic,1989,6-7,"Jackson-Olin in Birmingham, Alabama",Michael Ansley,Small Forward,Right,225lb
anstech01,"January 1, 1975","Melbourne, Australia",0.8,41.3,13.8,75.5,155,13.2,5.2,3.4,2.8,41.6,,18th overall,1st round,Portland Trail Blazers,1997,7-0,"Catholic Regional College in Melbourne, Australia",Chris Anstey,Center,Right,249lb
antetgi01,"December 6, 1994","Athens, Greece",4.1,52.1,27.7,74.2,465,21.9,18.8,8.3,53.2,53.9,,15th overall,1st round,Milwaukee Bucks,2013,6-11,,Giannis Antetokounmpo,Point Guard and Power Forward and Small Forward and Shooting Guard,Right,242lb
antetko01,"November 20, 1997","Athens, Greece",0.0,0.0,-,50.0,2,-0.9,1.0,0.5,-0.1,0.0,University of Dayton,60th overall,2nd round,Philadelphia 76ers,2018,6-10,"Dominican HS in Whitefish Bay, Wisconsin",Kostas Antetokounmpo,Power Forward,Right,200lb
antetth01,"July 17, 1992","Athens, Greece",0.0,75.0,0.0,-,2,32.9,3.0,0.5,0.0,75.0,,51st overall,2nd round,New York Knicks,2014,6-7,,Thanasis Antetokounmpo,Small Forward,Right,205lb
anthoca01,"May 29, 1984","Brooklyn, New York",3.0,44.9,34.7,81.1,1064,20.3,24.0,6.5,101.0,48.2,Syracuse University,3rd overall,1st round,Denver Nuggets,2003,6-8,"Oak Hill Academy in Mouth of Wilson, Virginia",Carmelo Anthony,Small Forward and Power Forward,Right,240lb
anthogr01,"November 15, 1967","Las Vegas, Nevada",4.0,40.3,34.9,73.3,757,14.5,7.3,1.9,35.9,46.7,"University of Portland, University of Nevada, Las Vegas",12th overall,1st round,New York Knicks,1991,6-0,"Rancho in North Las Vegas, Nevada",Greg Anthony,Point Guard,Left,176lb
anthojo01,"August 9, 1982","Montreal, Canada",0.2,51.3,-,66.2,490,9.7,2.2,2.8,15.3,51.3,"University of Nevada, Las Vegas",,,,,6-9,"Dawson College in Montreal, Canada",Joel Anthony,Power Forward and Center,Left,245lb
anticpe01,"July 29, 1982","Skopje, FYR Macedonia",0.9,39.2,31.4,73.0,113,10.6,6.3,3.5,3.0,48.3,,,,,,6-11,,Pero Antic,Center,Right,260lb
anunoog01,"July 17, 1997","London, United Kingdom",0.7,46.1,35.1,60.5,141,9.9,6.4,2.7,5.0,55.5,Indiana University,23rd overall,1st round,Toronto Raptors,2017,6-8,"Jefferson City in Jefferson City, Missouri",OG Anunoby,Small Forward,Right,232lb
applike01,"February 13, 1992","Detroit, Michigan",0.2,25.0,0.0,100.0,5,-4.8,1.2,0.2,-0.1,25.0,Michigan State University,,,,,6-1,"Pershing in Detroit, Michigan",Keith Appling,Point Guard,Right,185lb
araujra01,"August 12, 1980","Curitiba, Brazil",0.3,40.5,25.0,67.9,139,6.3,2.8,2.8,-0.4,40.6,Brigham Young University,8th overall,1st round,Toronto Raptors,2004,6-11,"Padre Anacleto in Sao Paulo, Brazil",Rafael Araujo,Center,Right,280lb
arcenst01,"February 17, 1936",,0.6,39.3,,46.2,7,10.4,7.1,4.6,-0.1,,Iowa State University,,,,,6-4,"Taft in New York, New York",Stacey Arceneaux,Forward,Right,210lb
archiro01,"March 29, 1980","Paisley, United Kingdom",0.4,28.3,-,42.9,44,4.9,1.2,1.6,0.0,28.3,University of Illinois at Urbana-Champaign,32nd overall,2nd round,Memphis Grizzlies,2002,6-11,"Lafayette in Ballwin, Missouri",Robert Archibald,Center and Power Forward,Right,250lb
architi01,"September 2, 1948","New York, New York",7.4,46.7,22.4,81.0,876,18.0,18.8,2.3,83.4,46.8,University of Texas at El Paso,19th overall,2nd round,Cincinnati Royals,1970,6-1,"DeWitt Clinton in Bronx, New York",Tiny Archibald,Point Guard,Left,150lb
arcidry01,"March 26, 1994","Langhorne, Pennsylvania",2.9,44.4,36.3,87.0,105,11.0,5.6,2.3,4.0,54.2,Villanova University,,,,,6-3,"Neshaminy in Langhorne, Pennsylvania",Ryan Arcidiacono,Point Guard,Right,200lb
ardji01,"September 19, 1948","Harvey, Illinois",0.6,40.2,23.5,66.2,431,10.6,4.4,4.3,4.0,40.3,University of Cincinnati,6th overall,1st round,Seattle SuperSonics,1970,6-8,"Thornton Township in Harvey, Illinois",Jim Ard,Center,Right,215lb
arenagi01,"January 6, 1982","Tampa, Florida",5.3,42.1,35.1,80.3,552,19.6,20.7,3.9,51.3,48.2,University of Arizona,31st overall,2nd round,Golden State Warriors,2001,6-3,"Grant in Van Nuys, California",Gilbert Arenas,Point Guard,Right,191lb
arizatr01,"June 30, 1985","Miami, Florida",2.2,42.2,35.1,72.8,1011,13.3,10.7,4.8,60.0,50.2,"University of California, Los Angeles",43rd overall,2nd round,New York Knicks,2004,6-8,"Westchester in Los Angeles, California",Trevor Ariza,Small Forward and Shooting Guard,Right,215lb
arizipa01,"April 9, 1928","Philadelphia, Pennsylvania",2.3,42.1,,81.0,713,19.7,22.8,8.6,108.8,,Villanova University,,1950 NBA Draft,Philadelphia Warriors,,6-4,"La Salle College in Philadelphia, Pennsylvania",Paul Arizin,Small Forward,Right,190lb
arlaujo01,"July 20, 1965","Rochester, New York",0.9,32.6,-,75.0,9,7.9,3.8,1.4,-0.1,32.6,Niagara University,74th overall,4th round,Sacramento Kings,1987,6-9,"Jefferson in Rochester, New York",Joe Arlauckas,Small Forward,Right,230lb
armstbj01,"September 9, 1967","Detroit, Michigan",3.3,47.7,42.5,85.6,747,14.5,9.8,1.8,45.0,51.3,University of Iowa,18th overall,1st round,Chicago Bulls,1989,6-2,"Brother Rice in Birmingham, Michigan",B.J. Armstrong,Point Guard,Right,175lb
armstbo01,"June 17, 1933","Detroit, Michigan",0.2,29.7,,50.0,19,7.8,1.5,2.1,-0.1,,Michigan State University,,1955 NBA Draf,Rochester Royals,,6-8,,Bob Armstrong,Center/Forward,Right,220lb
armstbr01,"June 16, 1980","San Francisco, California",0.2,35.2,33.3,60.0,108,4.9,2.2,0.6,-0.6,39.5,Pepperdine University,23rd overall,1st round,Houston Rockets,2001,6-5,"Vallejo in Vallejo, California",Brandon Armstrong,Shooting Guard,Left,188lb
armstcu01,"November 1, 1918",,2.3,29.5,,69.2,153,-,6.8,2.3,7.1,,Indiana University,,,,,5-11,"Central in Fort Wayne, Indiana",Curly Armstrong,Guard/Forward,Right,170lb
armstda01,"June 22, 1968","Gastonia, North Carolina",4.0,40.9,33.4,87.1,840,16.3,9.2,2.7,49.8,48.0,Fayetteville State University,,,,,6-0,"Ashbrook in Gastonia, North Carolina",Darrell Armstrong,Point Guard,Right,170lb
armsthi01,"November 11, 1984","Peekskill, New York",0.3,50.1,28.6,58.2,292,9.9,3.0,2.6,3.9,50.2,University of Connecticut,12th overall,1st round,New Orleans/Oklahoma City Hornets,2006,6-11,"Peekskill in Peekskill, New York",Hilton Armstrong,Center and Power Forward,Right,235lb
armstta01,"October 5, 1955","Moultrie, Georgia",1.1,45.4,,80.0,92,9.9,3.8,1.0,0.3,,Duke University,13th overall,1st round,Chicago Bulls,1977,6-3,"Spring Woods in Houston, Texas",Tate Armstrong,Shooting Guard,Right,175lb
arnelje01,"December 30, 1933","New Rochelle, New York",0.6,31.7,,62.3,31,12.6,4.7,5.5,0.0,,Pennsylvania State University,13th overall,2nd round,Fort Wayne Pistons,1955,6-5,"New Rochelle in New Rochelle, New York",Jesse Arnelle,Power Forward,Right,220lb
arnetja01,"December 19, 1938","Austin, Texas",1.2,36.5,,76.0,114,7.7,3.7,1.0,0.1,,University of Texas at Austin,9th overall,2nd round,Cincinnati Royals,1960,6-2,"McCallum in Austin, Texas",Jay Arnette,Point Guard and Shooting Guard,Right,175lb
arnzebo01,"November 3, 1947","Covington, Kentucky",0.3,46.5,20.0,80.0,111,13.6,4.0,2.0,1.4,46.6,University of Notre Dame,103rd overall,8th round,Detroit Pistons,1969,6-5,"Saint Xavier in Cincinnati, Ohio",Bob Arnzen,Small Forward,Right,205lb
arroyca01,"July 30, 1979","Fajardo, Puerto Rico",3.1,43.8,33.8,80.6,569,13.4,6.6,1.7,20.1,45.9,Florida International University,,,,,6-2,"Colegio Santiago Apostol in Fajardo, Puerto Rico",Carlos Arroyo,Shooting Guard and Point Guard,Right,202lb
arthuda01,"March 25, 1988","Dallas, Texas",0.8,44.4,35.2,76.5,503,12.2,6.5,3.5,12.3,47.0,University of Kansas,27th overall,1st round,New Orleans Hornets,2008,6-9,"South Oak Cliff in Dallas, Texas",Darrell Arthur,Small Forward and Power Forward,Right,235lb
arthujo01,"August 15, 1947",,1.5,34.3,,73.3,11,11.3,3.2,1.3,0.0,,Tulane University,73rd overall,6th round,Milwaukee Bucks,1969,6-4,"De La Salle in New Orleans, Louisiana",John Arthurs,Guard,Right,185lb
artisja01,"January 12, 1993","Baltimore, Maryland",1.2,39.2,27.6,58.3,15,6.9,5.1,2.5,0.0,44.3,University of Pittsburgh,,,,,6-7,"Notre Dame Prep in Fitchburg, Massachusetts",Jamel Artis,Shooting Guard,Right,213lb
asikom01,"July 4, 1986","Bursa, Turkey",0.6,52.8,0.0,55.1,471,13.4,5.3,7.1,20.9,52.8,,36th overall,2nd round,Portland Trail Blazers,2008,7-0,,Omer Asik,Center,Right,255lb
askewvi01,"February 28, 1966","Memphis, Tennessee",2.2,47.9,30.0,75.4,467,12.6,7.1,2.5,22.1,49.4,University of Memphis,39th overall,2nd round,Philadelphia 76ers,1987,6-6,"Frayser in Memphis, Tennessee",Vincent Askew,Shooting Guard,Right,210lb
askinke01,"December 15, 1967","Athens, Alabama",0.8,40.1,35.5,71.7,486,9.2,3.8,2.9,14.5,48.3,University of Alabama,,,,,6-7,"Athens in Athens, Alabama",Keith Askins,Small Forward,Right,197lb
asmondo01,"February 15, 1928","West Mifflin, Pennsylvania",0.7,13.3,,100.0,7,-7.5,0.7,0.1,-0.3,,Alliance College,,,,,6-2,"Homestead in Homestead, Pennsylvania",Don Asmonga,Guard,Right,185lb
athadi01,"September 21, 1931","Otterbein, Indiana",1.2,39.3,,79.5,43,10.5,3.2,1.5,0.6,,Indiana State University,,1953 NBA Draf,New York Knicks,,6-2,"Otterbein in Otterbein, Indiana",Dick Atha,Shooting Guard,Right,190lb
atkinch01,"August 14, 1974","Orlando, Florida",3.4,41.2,36.4,77.2,696,13.1,9.9,1.7,27.9,48.9,University of South Florida,,,,,5-11,"Evans in Orlando, Florida",Chucky Atkins,Point Guard and Shooting Guard,Right,160lb
attleal01,"November 7, 1936","Newark, New Jersey",3.5,45.1,,63.2,711,11.3,8.9,3.5,36.5,,North Carolina Agricultural and Technical State University,39th overall,5th round,Philadelphia Warriors,1960,6-0,"Weequahic in Newark, New Jersey",Al Attles,Point Guard,Right,175lb
aubucch01,"May 18, 1916","Gary, Indiana",0.7,25.3,,54.3,30,-,2.2,-,1.2,,Michigan State University,,,,,5-10,"Horace Mann in Gary, Indiana",Chet Aubuchon,Guard,Right,137lb
augmost01,"August 1, 1968","Pasadena, California",1.6,46.9,15.2,72.8,1001,13.7,8.0,3.2,43.8,47.0,"University of Nevada, Las Vegas",9th overall,1st round,Atlanta Hawks,1991,6-8,"John Muir in Pasadena, California",Stacey Augmon,Small Forward and Shooting Guard,Left,205lb
augusdj01,"November 10, 1987","New Orleans, Louisiana",4.0,41.3,38.1,86.3,807,14.2,9.8,1.9,41.9,49.7,University of Texas at Austin,9th overall,1st round,Charlotte Bobcats,2008,6-0,"Hightower in Missouri City, Texas",D.J. Augustin,Point Guard,Right,183lb
augusja01,"February 27, 1984","Midlothian, Illinois",0.1,51.4,-,50.0,27,11.1,1.6,1.2,0.3,51.4,University of Illinois at Urbana-Champaign,41st overall,2nd round,Orlando Magic,2006,6-10,"Lincoln-Way Central in Mokena, Illinois",James Augustine,Power Forward,Left,235lb
austiis01,"August 18, 1969","Gridley, California",1.2,44.6,17.6,67.0,432,13.0,7.6,4.7,9.2,44.8,Arizona State University,48th overall,2nd round,Utah Jazz,1991,6-10,"Las Plumas in Oroville, California",Isaac Austin,Center,Right,255lb
austijo01,"August 31, 1944","Washington, District of Columbia",1.4,37.5,0.0,73.1,45,9.3,7.6,1.6,0.9,37.5,Boston College,38th overall,4th round,Boston Celtics,1966,6-0,"DeMatha Catholic in Hyattsville, Maryland",Johnny Austin,Shooting Guard,Right,170lb
austike01,"July 15, 1961","Los Angeles, California",0.1,46.2,-,-,7,5.6,1.7,0.4,0.0,46.2,Rice University,101st overall,5th round,Detroit Pistons,1983,6-9,"Verbum Dei in Los Angeles, California",Ken Austin,Small Forward,Right,205lb
aventan01,"October 18, 1969","Rocky Mount, North Carolina",0.8,40.3,0.0,68.6,352,8.8,5.6,4.5,0.3,40.3,Seton Hall University,15th overall,1st round,Atlanta Hawks,1991,6-9,"Malcolm X Shabazz in Newark, New Jersey",Anthony Avent,Power Forward,Right,235lb
averibi01,"July 22, 1952","Hopkinsville, Kentucky",2.9,40.5,24.9,74.3,366,12.5,12.1,1.9,3.9,41.2,Pepperdine University,,,,,6-1,"Hopkinsville in Hopkinsville, Kentucky",Bird Averitt,Shooting Guard,Left,170lb
averywi01,"August 8, 1979","Augusta, Georgia",1.4,33.0,25.5,71.4,142,7.3,2.7,0.7,-0.9,37.8,Duke University,14th overall,1st round,Minnesota Timberwolves,1999,6-2,"Oak Hill Academy in Mouth of Wilson, Virginia",William Avery,Point Guard,Right,197lb
awtrede01,"February 22, 1948","Hollywood, California",2.0,45.9,-,65.2,733,10.5,4.8,4.6,22.4,45.9,Santa Clara University,46th overall,3rd round,Philadelphia 76ers,1970,6-10,"Blackford in San Jose, California",Dennis Awtrey,Center,Right,235lb
ayongu01,"April 1, 1985","Tepic, Mexico",1.3,53.6,0.0,50.4,135,14.7,4.7,4.4,5.1,53.6,,,,,,6-10,,Gustavo Ayon,Center and Power Forward,Right,250lb
pendeje02,"April 29, 1987","Ontario, California",0.4,55.3,40.0,77.6,237,12.4,2.9,2.7,6.3,55.5,Arizona State University,31st overall,2nd round,Sacramento Kings,2009,6-9,"Etiwanda in Rancho Cucamonga, California",Jeff Ayres,Center and Power Forward,Right,240lb
aytonde01,"July 23, 1998","Nassau, Bahamas",1.8,58.5,0.0,74.6,71,20.5,16.3,10.3,5.8,58.5,University of Arizona,1st overall,1st round,Phoenix Suns,2018,7-1,"Hillcrest Prep Academy in Phoenix, Arizona",Deandre Ayton,Center,Right,250lb
azubuke01,"December 16, 1983","London, United Kingdom",1.1,45.9,40.9,77.0,208,14.3,10.5,4.0,9.3,51.9,University of Kentucky,,,,,6-5,"Victory Christian in Tulsa, Oklahoma",Kelenna Azubuike,Shooting Guard and Small Forward,Right,220lb
babbch01,"February 14, 1990","Arlington, Texas",0.2,26.7,22.2,-,14,3.7,1.6,1.2,0.0,36.7,"Pennsylvania State University, Iowa State University",,,,,6-5,"The Oakridge School in Arlington, Texas",Chris Babb,Shooting Guard,Right,225lb
babbilu01,"June 20, 1989","Cincinnati, Ohio",0.6,40.8,40.2,74.7,381,10.1,4.8,2.2,7.2,53.2,"University of Nevada, Reno",16th overall,1st round,Minnesota Timberwolves,2010,6-9,"Galena in Reno, Nevada",Luke Babbitt,Small Forward and Power Forward,Left,225lb
babicmi01,"November 23, 1968","Kraljevo, Serbia",0.5,37.5,-,65.0,21,10.9,1.8,1.0,-0.1,37.5,Tennessee Technological University,50th overall,2nd round,Phoenix Suns,1990,7-0,"Kraljevo in Kraljevo, Serbia",Milos Babic,Center and Power Forward,Right,240lb
bachjo01,"July 10, 1924","Brooklyn, New York",0.7,28.6,,68.0,34,-,3.5,-,0.8,,Fordham University,,1948 BAA Draf,Boston Celtics,,6-2,"St. John's Preparatory School in Brooklyn, New York",Johnny Bach,Forward/Guard,Right,180lb
bacondw01,"August 30, 1995","Lakeland, Florida",0.9,43.2,37.7,76.1,96,8.8,5.1,2.2,1.1,48.7,Florida State University,40th overall,2nd round,New Orleans Pelicans,2017,6-7,"Oak Hill Academy in Mouth of Wilson, Virginia",Dwayne Bacon,Shooting Guard,Right,221lb
baconhe01,"July 5, 1948","Louisville, Kentucky",0.8,36.6,20.0,60.3,47,4.3,3.5,1.7,-0.1,37.2,University of Louisville,93rd overall,6th round,Golden State Warriors,1972,6-3,"Male in Louisville, Kentucky",Henry Bacon,Shooting Guard,Right,205lb
baechji01,"December 9, 1927","McKeesport, Pennsylvania",2.1,38.8,,78.3,321,13.1,9.7,3.1,14.8,,Eastern Kentucky University,2nd overall,1st round,Baltimore Bullets,1952,6-4,"Moon in Coraopolis, Pennsylvania",Jim Baechtold,Small Forward,Right,205lb
bagarda01,"February 7, 1980","Munich, Germany",0.4,36.1,0.0,55.9,95,7.0,2.6,2.5,-0.9,36.1,,24th overall,1st round,Chicago Bulls,2000,7-1,,Dalibor Bagaric,Center,Right,255lb
baglejo01,"April 23, 1960","Bridgeport, Connecticut",6.0,43.7,24.1,77.9,665,13.0,8.7,2.6,16.6,44.8,Boston College,12th overall,1st round,Cleveland Cavaliers,1982,6-0,"Warren Harding in Bridgeport, Connecticut",John Bagley,Point Guard,Right,185lb
baglema01,"March 14, 1999","Tempe, Arizona",1.0,50.4,31.3,69.1,62,18.9,14.9,7.6,3.6,52.5,Duke University,2nd overall,1st round,Sacramento Kings,2018,6-11,"Sierra Canyon in Chatsworth, California",Marvin Bagley III,Power Forward,Left,234lb
baileca01,"April 23, 1958","Birmingham, Alabama",0.0,100.0,-,-,1,-6.8,2.0,0.0,0.0,100.0,Tuskegee University,66th overall,3rd round,Seattle SuperSonics,1980,7-0,"Jackson-Olin in Birmingham, Alabama",Carl Bailey,Center,Right,210lb
bailegu01,"February 18, 1951","Gibson, North Carolina",1.1,40.6,100.0,51.0,147,11.3,2.6,1.7,0.8,40.8,University of Texas at El Paso,23rd overall,2nd round,Houston Rockets,1974,6-5,"Burgess in El Paso, Texas",Gus Bailey,Shooting Guard,Right,185lb
baileja01,"May 21, 1957","Dublin, Georgia",0.8,48.4,7.7,70.3,595,13.0,8.8,5.0,16.3,48.4,Rutgers University,6th overall,1st round,Seattle SuperSonics,1979,6-9,"Xaverian in Westwood, Massachusetts",James Bailey,Power Forward,Right,220lb
baileth01,"April 7, 1961","Washington, District of Columbia",1.4,47.3,11.4,81.2,928,14.3,12.8,5.1,45.0,47.3,North Carolina State University,7th overall,1st round,Utah Jazz,1983,6-11,"Bladensburg in Bladensburg, Maryland",Thurl Bailey,Power Forward and Small Forward,Right,215lb
baileto01,"November 19, 1975","Los Angeles, California",0.6,40.7,20.0,69.2,73,11.0,3.3,1.7,1.0,41.4,"University of California, Los Angeles",45th overall,2nd round,Los Angeles Lakers,1998,6-6,"Loyola in Los Angeles, California",Toby Bailey,Shooting Guard,Right,213lb
bairsca01,"December 7, 1990","Brisbane, Australia",0.2,29.6,20.0,84.6,36,5.0,1.2,1.0,-0.1,30.6,University of New Mexico,49th overall,2nd round,Chicago Bulls,2014,6-9,"Australian Institute of Sport in Canberra, Australia",Cameron Bairstow,Center and Power Forward,Right,250lb
bakerji01,"December 25, 1953","Philadelphia, Pennsylvania",0.8,20.0,-,0.0,5,-3.2,1.2,2.8,-0.2,20.0,University of Hawaii,39th overall,3rd round,Philadelphia 76ers,1975,6-9,"Olney in Philadelphia, Pennsylvania",Jimmie Baker,Power Forward,Right,220lb
bakerla01,"November 11, 1969","Dayton, Ohio",0.0,0.0,-,-,1,-46.6,0.0,0.0,-0.1,0.0,Ohio State University,,,,,6-1,"Paul Laurence Dunbar in Dayton, Ohio",LaMark Baker,Point Guard,Right,175lb
bakerma01,"July 28, 1979","Granite City, Illinois",0.2,0.0,-,-,5,-0.2,0.0,0.4,0.0,0.0,Oklahoma State University,,,,,6-1,"Madison in Madison, Illinois",Maurice Baker,Point Guard,Right,175lb
bakerno01,"February 17, 1923",Canada,0.0,0.0,,-,4,-,0.0,-,0.0,,,,,,,6-0,,Norm Baker,Guard,Right,180lb
bakerro01,"March 30, 1993","Hays, Kansas",1.8,35.8,26.5,70.7,96,7.4,3.1,1.4,0.2,41.7,Wichita State University,,,,,6-4,"Scott City in Scott City, Kansas",Ron Baker,Shooting Guard,Right,220lb
bakervi01,"November 23, 1971","Lake Wales, Florida",1.9,48.5,21.5,63.8,791,16.3,15.0,7.4,47.0,48.7,University of Hartford,8th overall,1st round,Milwaukee Bucks,1993,6-11,"Old Saybrook in Old Saybrook, Connecticut",Vin Baker,Power Forward and Center,Right,232lb
baldwwa01,"March 29, 1996","Belle Mead, New Jersey",1.4,35.5,25.0,77.6,56,7.1,3.1,1.2,-0.3,38.2,Vanderbilt University,17th overall,1st round,Memphis Grizzlies,2016,6-4,"St. Joseph in Metuchen, New Jersey",Wade Baldwin,Point Guard,Right,200lb
balkmre01,"July 14, 1984","Staten Island, New York",0.6,51.0,17.2,54.2,221,14.3,4.0,3.5,7.2,51.8,University of South Carolina,20th overall,1st round,New York Knicks,2006,6-8,"Laurinburg Institute in Laurinburg, North Carolina",Renaldo Balkman,Small Forward and Power Forward,Right,208lb
ballce01,"April 16, 1968","Worcester, Massachusetts",0.0,37.5,-,100.0,7,10.8,1.1,1.6,0.0,37.5,University of North Carolina at Charlotte,,,,,6-8,"South in Worcester, Massachusetts",Cedric Ball,Power Forward,Right,210lb
balllo01,"October 27, 1997","Anaheim, California",6.4,38.0,31.5,43.7,99,12.2,10.0,6.2,3.5,46.1,"University of California, Los Angeles",2nd overall,1st round,Los Angeles Lakers,2017,6-6,"Chino Hills in Chino Hills, California",Lonzo Ball,Point Guard,Right,190lb
ballagr01,"January 29, 1955","Los Angeles, California",2.2,47.2,33.8,78.7,802,15.7,12.4,6.1,54.0,47.7,University of Oregon,4th overall,1st round,Washington Bullets,1977,6-7,"Garey in Pomona, California",Greg Ballard,Small Forward,Right,215lb
